ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
1052,.NET Framework: TLS Settings,"Use System Default TLS Versions (v2.0.50727, 32bit)",Registry,,HKLM:\SOFTWARE\Wow6432Node\Microsoft\.NETFramework\v2.0.50727,SystemDefaultTlsVersions,,,,,1,=,Medium
10521,Windows Firewall,"Display a notification (Private Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,DisableNotifications,,,,0,1,=,Low
10523,Windows Firewall,"Log size limit (Private Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogFileSize,,,,4096,16384,>=,Medium
10525,Windows Firewall,"Log dropped packets (Private Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium
10527,Windows Firewall,"Log successful connections (Private Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Low
10529,Windows Firewall,"EnableFirewall (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,EnableFirewall,,,,0,1,=,Medium
1053,.NET Framework: TLS Settings,"Use Strong Crypto  (v2.0.50727, 32bit)",Registry,,HKLM:\SOFTWARE\Wow6432Node\Microsoft\.NETFramework\v2.0.50727,SchUseStrongCrypto,,,,,1,=,Medium
10531,Windows Firewall,"Inbound Connections (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultInboundAction,,,,1,1,=,Medium
10533,Windows Firewall,"Outbound Connections (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DefaultOutboundAction,,,,0,0,=,Medium
10535,Windows Firewall,"Display a notification (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,DisableNotifications,,,,0,1,=,Low
10537,Windows Firewall,"Apply local firewall rules (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalPolicyMerge,,,,0,0,=,Low
10538,Windows Firewall,"Apply local connection security rules (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,AllowLocalIPsecPolicyMerge,,,,0,0,=,Low
10539,Windows Firewall,"Log size limit (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogFileSize,,,,4096,16384,>=,Medium
1054,.NET Framework: TLS Settings,Use System Default TLS Versions (v2.0.50727),Registry,,HKLM:\SOFTWARE\Microsoft\.NETFramework\v2.0.50727,SystemDefaultTlsVersions,,,,,1,=,Medium
10541,Windows Firewall,"Log dropped packets (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogDroppedPackets,,,,0,1,=,Medium
10543,Windows Firewall,"Log successful connections (Public Profile, Policy)",Registry,,HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,LogSuccessfulConnections,,,,0,1,=,Low
1055,.NET Framework: TLS Settings,Use Strong Crypto  (v2.0.50727),Registry,,HKLM:\SOFTWARE\Microsoft\.NETFramework\v2.0.50727,SchUseStrongCrypto,,,,,1,=,Medium
1056,.NET Framework: TLS Settings,"Use System Default TLS Versions (v4.0.30319, 32bit)",Registry,,HKLM:\SOFTWARE\Wow6432Node\Microsoft\.NETFramework\v4.0.30319,SystemDefaultTlsVersions,,,,,1,=,Medium
1057,.NET Framework: TLS Settings,"Use Strong Crypto  (v4.0.30319, 32bit)",Registry,,HKLM:\SOFTWARE\Wow6432Node\Microsoft\.NETFramework\v4.0.30319,SchUseStrongCrypto,,,,,1,=,Medium
1058,.NET Framework: TLS Settings,Use System Default TLS Versions (v4.0.30319),Registry,,HKLM:\SOFTWARE\Microsoft\.NETFramework\v4.0.30319,SystemDefaultTlsVersions,,,,,1,=,Medium
1059,.NET Framework: TLS Settings,Use Strong Crypto  (v4.0.30319),Registry,,HKLM:\SOFTWARE\Microsoft\.NETFramework\v4.0.30319,SchUseStrongCrypto,,,,,1,=,Medium
1060,Schannel: TLS Settings: Protocols,Server: TLSv1.3 ,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.3\Server,Enabled,,,,,0,=,Medium
10600,Administrative Templates: Control Panel,Personalization: Prevent enabling lock screen camera,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenCamera,,,,0,1,=,Low
10601,Administrative Templates: Control Panel,Personalization: Prevent enabling lock screen slide show,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Personalization,NoLockScreenSlideshow,,,,0,1,=,Low
1061,Schannel: TLS Settings: Protocols,Server: TLSv1.3 (Disabledbydefault),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.3\Server,Disabledbydefault,,,,,1,=,Medium
10610,Administrative Templates: LAPS,Enable local admin password management,Registry,,HKLM:\Software\Policies\Microsoft Services\AdmPwd,AdmPwdEnabled,,,,0,1,=,Medium
1062,Schannel: TLS Settings: Protocols,Client: TLSv1.3,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.3\Client,Enabled,,,,,0,=,Medium
10620,MS Security Guide,Apply UAC restrictions to local accounts on network logons,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,LocalAccountTokenFilterPolicy,,,,,0,=,Medium
10621,MS Security Guide,Configure SMB v1 client driver,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\MrxSmb10,Start,,,,1,4,=,Medium
10622,MS Security Guide,Configure SMB v1 server,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,SMB1,,,,1,0,=,Medium
10623,MS Security Guide,Enable Structured Exception Handling Overwrite Protection (SEHOP),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,DisableExceptionChainValidation,,,,0,0,=,Medium
10624,MS Security Guide,NetBT NodeType configuration,Registry,,HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,NodeType,,,,0,2,=,Medium
10625,MS Security Guide,WDigest Authentication,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,UseLogonCredential,,,,0,0,=,High
10626,MS Security Guide,Limits print driver installation to Administrators,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint,RestrictDriverInstallationToAdministrators,,,,,1,=,Medium
10627,MS Security Guide,Configure RPC packet level privacy setting for incoming connections,Registry,,HKLM:\System\CurrentControlSet\Control\Print,RpcAuthnLevelPrivacyEnabled,,,,,1,=,Medium
10627,MS Security Guide,LSA Protection,Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,RunAsPPL,,,,,1,=,Medium
10628,MS Security Guide,Manage processing of Queue-specific files,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,CopyFilesPolicy,,,,,1,=,Medium
1063,Schannel: TLS Settings: Protocols,Client: TLSv1.3 (Disabledbydefault),Registry,,HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\SCHANNEL\Protocols\TLS 1.3\Client,Disabledbydefault,,,,,1,=,Medium
10640,MSS (Legacy),MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing),Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip6\Parameters,DisableIPSourceRouting,,,,0,2,=,Medium
10641,MSS (Legacy),MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing),Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,DisableIPSourceRouting,,,,1,2,=,Medium
10642,MSS (Legacy),MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes,Registry,,HKLM:\System\CurrentControlSet\Services\Tcpip\Parameters,EnableICMPRedirect,,,,1,0,=,Medium
10643,MSS (Legacy),MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers,Registry,,HKLM:\System\CurrentControlSet\Services\Netbt\Parameters,NoNameReleaseOnDemand,,,,0,1,=,Medium
10660,DC promo logging set to max,Registry,,HKLM:SOFTWARE\Microsoft\Windows\CurrentVersion\AdminDebug\dcpromoui,LogFlags,,,,,16711683,=,Medium
10650,Administrative Templates: Network,DNS Client: Turn off multicast name resolution (LLMNR),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,EnableMulticast,,,,1,0,=,Medium
10651,Administrative Templates: Network,Lanman Workstation: Enable insecure guest logons,Registry,,HKLM:\Software\Policies\Microsoft\Windows\LanmanWorkstation,AllowInsecureGuestAuth,,,,1,0,=,Medium
10652,Administrative Templates: Network,Network Connections: Prohibit use of Internet Connection Sharing on your DNS domain network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Network Connections,NC_ShowSharedAccessUI,,,,1,0,=,Medium
10653,Administrative Templates: Network,Network Provider: Hardened UNC Paths (NETLOGON),Registry,,HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\NETLOGON,,,,,"RequireMutualAuthentication=1, RequireIntegrity=1",=,Medium
10654,Administrative Templates: Network,Network Provider: Hardened UNC Paths (SYSVOL),Registry,,HKLM:\Software\Policies\Microsoft\Windows\NetworkProvider\HardenedPaths,\\*\SYSVOL,,,,,"RequireMutualAuthentication=1, RequireIntegrity=1",=,Medium
10655,Administrative Templates: Network,Windows Connection Manager: Prohibit connection to non-domain networks when connected to domain authenticated network,Registry,,HKLM:\Software\Policies\Microsoft\Windows\WcmSvc\GroupPolicy,fBlockNonDomain,,,,0,1,=,Medium
10656,Administrative Templates: Network,"WLAN Settings: Allow Windows to automatically connect to suggested open hotspots, to networks shared by contacts, and to hotspots offering paid services",Registry,,HKLM:\Software\Microsoft\wcmsvc\wifinetworkmanager\config,AutoConnectAllowedOEM,,,,1,0,=,Medium
10657,Administrative Templates: Network,DNS Client: Configure NetBIOS settings,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\DNSClient,EnableNetbios,,,,,2,=,Medium
10660,Administrative Templates: Printers,Configure Redirection Guard,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,RedirectionGuardPolicy,,,,,1,=,Medium
10661,Administrative Templates: Printers,Configure RPC connection settings (RpcUseNamedPipeProtocol),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcUseNamedPipeProtocol,,,,,0,=,Medium
10662,Administrative Templates: Printers,Configure RPC connection settings (RpcAuthentication),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcAuthentication,,,,,0,=,Medium
10663,Administrative Templates: Printers,Configure RPC listener settings (RpcProtocols),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcProtocols,,,,,5,=,Medium
10664,Administrative Templates: Printers,Configure RPC listener settings (ForceKerberosForRpc),Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,ForceKerberosForRpc,,,,,0,=,Medium
10665,Administrative Templates: Printers,Configure RPC over TCP port,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers\RPC,RpcTcpPort,,,,,0,=,Medium
10670,Administrative Templates: System,Credentials Delegation: Encryption Oracle Remediation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters,AllowEncryptionOracle,,,,0,0,=,Medium
10671,Administrative Templates: System,Credentials Delegation: Remote host allows delegation of non-exportable credentials,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredentialsDelegation,AllowProtectedCreds,,,,0,1,=,Medium
10672,Administrative Templates: System,Device Guard: Turn On Virtualization Based Security (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,EnableVirtualizationBasedSecurity,,,,,1,=,Medium
10673,Administrative Templates: System,Device Guard: Virtualization Based Protection of Code Integrity (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HypervisorEnforcedCodeIntegrity,,,,,1,=,Medium
10674,Administrative Templates: System,Device Guard: Credential Guard Configuration (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,LsaCfgFlags,,,,,1,=,Medium
10675,Administrative Templates: System,Device Guard: Select Platform Security Level (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,RequirePlatformSecurityFeatures,,,,,1,=,Medium
10676,Administrative Templates: System,Device Guard: Secure Launch Configuration (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureSystemGuardLaunch,,,,0,1,=,Medium
10677,Administrative Templates: System,Device Guard: Require UEFI Memory Attributes Table (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,HVCIMATRequired,,,,,1,=,Medium
10678,Administrative Templates: System,Device Installation: Device Installation Restrictions: Prevent installation of devices using drivers that match an device setup class (Retroactive),Registry,,HKLM:\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions,DenyDeviceClassesRetroactive,,,,0,1,=,Medium
10680,Administrative Templates: System,Early Launch Antimalware: Boot-Start Driver Initialization Policy,Registry,,HKLM:\System\CurrentControlSet\Policies\EarlyLaunch,DriverLoadPolicy,,,,0,3,=,Medium
10681,Administrative Templates: System,Group Policy: Process even if the Group Policy objects have not changed,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoBackgroundPolicy,,,,1,0,=,Low
10682,Administrative Templates: System,Group Policy: Do not apply during periodic background processing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2},NoGPOListChanges,,,,0,0,=,Low
10683,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off downloading of print drivers over HTTP,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Printers,DisableWebPnPDownload,,,,0,1,=,Medium
10684,Administrative Templates: System,Internet Communication Management: Internet Communication settings: Turn off Internet download for Web publishing and online ordering wizards,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoWebServices,,,,0,1,=,Medium
10685,Administrative Templates: System,Kernel DMA Protection: Enumeration policy for external devices incompatible with Kernel DMA Protection,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection,DeviceEnumerationPolicy,,,,2,0,=,Medium
10686,Administrative Templates: System,Logon: Enumerate local users on domain-joined computers,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,EnumerateLocalUsers,,,,0,0,=,Medium
10687,Administrative Templates: System,Logon: Turn on convenience PIN sign-in,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowDomainPINLogon,,,,1,0,=,Medium
10688,Administrative Templates: System,Sleep Settings: Allow standby states (S1-S3) when sleeping (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab,DCSettingIndex,,,,1,0,=,Medium
10689,Administrative Templates: System,Sleep Settings: Allow standby states (S1-S3) when sleeping (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\abfc2519-3608-4c2a-94ea-171b0ed546ab,ACSettingIndex,,,,1,0,=,Medium
10690,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (on battery),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,DCSettingIndex,,,,0,1,=,Medium
10691,Administrative Templates: System,Sleep Settings: Require a password when a computer wakes (plugged in),Registry,,HKLM:\Software\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51,ACSettingIndex,,,,0,1,=,Medium
10692,Administrative Templates: System,Remote Assistance: Configure Solicited Remote Assistance,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowToGetHelp,,,,1,0,=,Medium
10693,Administrative Templates: System,Remote Assistance: Maximum ticket time (value),Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,MaxTicketExpiry,,,,,,=,Medium
10694,Administrative Templates: System,Remote Assistance: Maximum ticket time (units),Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,MaxTicketExpiryUnits,,,,,,=,Medium
10695,Administrative Templates: System,Remote Assistance: Method for sending email invitations,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fUseMailto,,,,,,=,Medium
10696,Administrative Templates: System,Remote Assistance: Permit remote control of this computer,Registry,,HKLM:\Software\policies\Microsoft\Windows NT\Terminal Services,fAllowFullControl,,,,,,=,Medium
10697,Administrative Templates: System,Remote Procedure Call: Restrict Unauthenticated RPC clients,Registry,,HKLM:\Software\Policies\Microsoft\Windows NT\Rpc,RestrictRemoteClients,,,,0,1,=,Medium
10698,Administrative Templates: System,Device Guard: Kernel-mode Hardware-enforced Stack Protection (Policy),Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\DeviceGuard,ConfigureKernelShadowStacksLaunch,,,,,1,=,Medium
10699,Administrative Templates: System,Local Security Authority: Allow Custom SSPs and APs to be loaded into LSASS,Registry,,HKLM:\Software\Policies\Microsoft\Windows\System,AllowCustomSSPsAPs,,,,,0,=,Medium
10750,Administrative Templates: Windows Components,App Privacy: Let Windows apps activate with voice while the system is locked,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppPrivacy,LetAppsActivateWithVoiceAboveLock,,,,0,2,=,Medium
10751,Administrative Templates: Windows Components,App runtime: Allow Microsoft accounts to be optional,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\System,MSAOptional,,,,0,1,=,Medium
10752,Administrative Templates: Windows Components,AutoPlay Policies: Disallow Autoplay for non-volume devices,Registry,,HKLM:\Software\Policies\Microsoft\Windows\Explorer,NoAutoplayfornonVolume,,,,0,1,=,Medium
10753,Administrative Templates: Windows Components,AutoPlay Policies: Set the default behavior for AutoRun,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoAutorun,,,,0,1,=,Medium
10754,Administrative Templates: Windows Components,AutoPlay Policies: Turn off Autoplay,Registry,,HKLM:\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer,NoDriveTypeAutoRun,,,,0,255,=,Medium
10755,Administrative Templates: Windows Components,Biometrics: Facial Features: Configure enhanced anti-spoofing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures,EnhancedAntiSpoofing,,,,,1,=,Medium
10756,Administrative Templates: Windows Components,BitLocker Drive Encryption: Disable new DMA devices when this computer is locked,Registry,,HKLM:\Software\Policies\Microsoft\FVE,DisableExternalDMAUnderLock,,,,0,1,=,Medium
10757,Administrative Templates: Windows Components,BitLocker Drive Encryption: Operating System Drives: Allow enhanced PINs for startup,Registry,,HKLM:\Software\Policies\Microsoft\FVE,UseEnhancedPin,,,,0,1,=,Medium
10758,Administrative Templates: Windows Components,BitLocker Drive Encryption: Removable Data Drives: Deny write access to removable drives not protected by BitLocker,Registry,,HKLM:\System\CurrentControlSet\Policies\Microsoft\FVE,RDVDenyWriteAccess,,,,,1,=,Medium
10759,Administrative Templates: Windows Components,BitLocker Drive Encryption: Removable Data Drives: Do not allow write access to devices configured in another organization,Registry,,HKLM:\Software\Policies\Microsoft\FVE,RDVDenyCrossOrg,,,,,0,=,Medium
